Date Added,category,sellerlink,sellerlink-url,sellerstorefront-url,sellerproductcount,sellerratings,sellerdetails,seller business name,businessaddress,Count of seller brands,Max % of negative seller ratings - last 30 days,Max % of negative seller ratings - last 90 days,Max % of negative seller ratings - last 12 months,Hero Product 1 #ratings,Hero Product 2 #ratings,Sample brand name,Sample Brand URL,product_count,rating_percent,total_ratings,business_country,seller_score,email,phone_number
2020-11-15,Garden,Seller 26,Seller 26-link,Seller 26-storefrontlink,"1-16 of over 2,000 results",98% positive in the last 12 months (1488 ratings),"Gesetzliche Anbieterkennung: boni-shop.com OHG
 Wissmannstraße 58
 27755 Delmenhorst
 Deutschland
 Vertretungsberechtigte Gesellschafter: Klaas Niermann, Jens Böckenhauer, Christian Böttcher
 Telefon: 04221 45 777 00
 Telefax: 04221 45 777 10
 E-Mail: amazon@boni-shop.com
 USt-IdNr.: DE 283905130
 eingetragen im Handelsregister des Amtsgerichtes Oldenburg
 Handelsregisternummer HRA 206702 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa....",Business Name:boni-shop.com OHG,Wissmannstrasse58Delmenhorst27755DE,15,1,1,1,2128,1759,Nexa Lotte,https://www.amazon.de/-/en/Nexa-Lotte/b/ref=bl_dp_s_web_18437295031?ie=UTF8&node=18437295031&field-lbr_brands_browse-bin=Nexa+Lotte,1.0,98.0,1488.0,Germany,610.3,amazon@boni-shop.com,"58
 27755"
2020-11-15,Garden,Seller 27,Seller 27-link,Seller 27-storefrontlink,"1-16 of over 60,000 results",79% positive in the last 12 months (119 ratings),Bristol Fashion is committed to providing each customer with the highest standard of customer service.,Business Name:Bristol Fashion,3744 E Calle BarcelonaTUCSONAZ85716-5116US,16,29,22,18,37716,13566,Ray-Ban,https://www.amazon.de/-/en/Ray-Ban/b/ref=bl_dp_s_web_1683475031?ie=UTF8&node=1683475031&field-lbr_brands_browse-bin=Ray-Ban,1.0,79.0,119.0,USA,5252.85,,
2020-11-15,Garden,Seller 28,Seller 28-link,Seller 28-storefrontlink,,86% positive in the last 12 months (21 ratings),Budify is committed to providing each customer with the highest standard of customer service.,Business Name:Adrián Aparicio Vera,"Calle Poeta Manuel Benítez Carrasco 32, 3 ASEVILLAESPAÑA41013ES",0,0,0,10,0,0,Visit the Wolfcraft Store,https://www.amazon.de/-/en/stores/Wolfcraft+GmbH/page/3F25C79D-7429-4C03-8120-1F58A7EBB717?ref_=ast_bln,,86.0,21.0,Other,130.05,,
2020-11-15,Garden,Seller 31,Seller 31-link,Seller 31-storefrontlink,"1-16 of over 1,000 results",99% positive in the last 12 months (1739 ratings),"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Daniel Vogeley und Christopher Joachim Gemander GbR
 vertreten durch die Gesellschafter: Daniel Vogeley, Christopher Joachim Gemander
 Auf der Insel 20
 50259 Pulheim
 Deutschland
 Telefon: 022342509631
 
 E-Mail: info@deinegartenwelt.de
 USt-IdNr.: DE316235833
 
 
 Wir sind seit 04.04.2018 Mitglied der Initiative ""FairCommerce"".
 Nähere Informationen hierzu finden Sie unter .fair-commerce.de.
   
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegu...",Business Name:Daniel Vogeley und Christopher Gemander GbR,Auf der Insel 20Pulheim50259DE,6,0,1,1,764,599,Visit the Deine Gartenwelt Store,https://www.amazon.de/-/en/stores/DeineGartenwelt/page/29C6D599-802D-4BC7-9B9D-1B2120839034?ref_=ast_bln,1.0,99.0,1739.0,Germany,371.94999999999993,info@deinegartenwelt.de,"20
 50259"
2020-11-15,Garden,Seller 32,Seller 32-link,Seller 32-storefrontlink,"1-16 of over 80,000 results",82% positive in the last 12 months (38 ratings),DINAN is committed to providing each customer with the highest standard of customer service.,Business Name:Dinan LLC,13300 ATLANTIC BLVD APT 416JACKSONVILLEFL32225-6131US,16,0,9,18,10907,8836,Visit the Umbra Store,https://www.amazon.de/-/en/stores/Umbra/page/43991FD4-1C3C-4688-A9A5-2626B1F05564?ref_=ast_bln,1.0,82.0,38.0,USA,2099.4,,
2020-11-15,Garden,Seller 33,Seller 33-link,Seller 33-storefrontlink,,87% positive in the last 12 months (294 ratings),Flukey LLC is committed to providing each customer with the highest standard of customer service.,Business Name:Flukey LLC,13700 Sutton Park Dr Napt 712JacksonvilleFLORIDA32224-4202US,0,13,10,11,0,0,Visit the Room Copenhagen Store,https://www.amazon.de/-/en/stores/Room+Copenhagen+Brand+Store/page/B2FCA10C-60B8-48CE-9BCE-FAD926DC666A?ref_=ast_bln,,87.0,294.0,USA,145.2,,
2020-11-15,Garden,Seller 34,Seller 34-link,Seller 34-storefrontlink,"1-16 of over 100,000 results",85% positive in the last 12 months (75 ratings),"Vor- und Nachname des Unternehmensvertreters: Rizhi Jiang Name des Unternehmens: HOJC INC Firmenanschrift: 230 PARK AVE FL 10 NEW YORK NY 10169-0499 Telefonnummer: 720-532-4411 Email: Granaryvin@gmail.com Steuerinformation: EIN: 81-3873597 VAT: GB300 3785 38 
The European Commission provides for an Online Dispute Resolution Platform, which you can access here: https://ec.europa.eu/consumers/odr/

Please see the following link for the nationally appointed Alternative Dispute Resolution bodies contac...",Business Name:Tkog Iwy INC,708 3RD AVE FL 6THNew YorkNY10017-4201US,16,0,0,13,5262,3632,"Tightpac America, Inc.",https://www.amazon.de/-/en/Tightpac-America-Inc/b/ref=bl_dp_s_web_5477387031?ie=UTF8&node=5477387031&field-lbr_brands_browse-bin=Tightpac+America%2C+Inc.,1.0,85.0,75.0,USA,1020.8500000000001,Granaryvin@gmail.com,10169-0499
2020-11-15,Garden,Seller 35,Seller 35-link,Seller 35-storefrontlink,1-16 of 42 results,90% positive lifetime (10 total ratings),"HOCK Design e.K.

Kölner Strasse 45

51766 Engelskirchen

Germany



Tel.: 02262-7075160



amazon@hockdesign.de

 hockdesign.de

HRA 32177 Amtsgericht Köln

Inhaber: Kristof Hock",Business Name:HOCK Design e.K.,Kölner Strasse45Engelskirchen51766DE,2,0,0,0,213,212,VLUV,https://www.amazon.de/-/en/VLUV/b/ref=bl_dp_s_web_17707474031?ie=UTF8&node=17707474031&field-lbr_brands_browse-bin=VLUV,1.0,90.0,,Germany,177.7,amazon@hockdesign.de,"45

51766"
2020-11-15,Garden,Seller 36,Seller 36-link,Seller 36-storefrontlink,"1-16 of over 10,000 results",86% positive in the last 12 months (891 ratings),ISE Forest & Garden is committed to providing each customer with the highest standard of customer service.,Business Name:International Systems and Equipment Ltd.,Unit 6Hebron Industrial EstateKilkennyKilkenny0000IE,15,18,11,12,7145,2111,Oregon,https://www.amazon.de/-/en/Oregon/b/ref=bl_dp_s_web_1691497031?ie=UTF8&node=1691497031&field-lbr_brands_browse-bin=Oregon,1.0,86.0,891.0,Other,1099.35,,
2020-11-15,Garden,Seller 37,Seller 37-link,Seller 37-storefrontlink,"1-16 of over 50,000 results",91% positive in the last 12 months (5150 ratings),"IMPRESSUM 
 itenga GmbH
 Am Umspannwerk 2
 66557 Illingen
 Deutschland Tel: 06825 / 89697-0 Fax: 06825 / 89697-20 E-Mail: info@itenga.de Geschäftsführer: Thomas Meiser Registergericht: Amtsgericht Saarbrücken
 Registernummer: HRB 17443 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE815026868 WEEE-Registrationsnummer: DE 56344043 
 Plattform der EU-Kommission zur Online-Streitbeilegung: ec.europa.eu/consumers/odr Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer...",Business Name:itenga GmbH,itenga GmbHAm Umspannwerk 2Illingen66557DE,15,7,8,8,40683,18910,Visit the Vileda Store,https://www.amazon.de/-/en/stores/Vileda+GmbH+%28Parent%29/page/896A5CC5-618B-4EF0-8CAB-386A728A418E?ref_=ast_bln,1.0,91.0,5150.0,Germany,6353.5,info@itenga.de,815026868
2020-11-15,Garden,Seller 38,Seller 38-link,Seller 38-storefrontlink,"1-16 of over 10,000 results",93% positive in the last 12 months (120 ratings),"IMPRESSUM   Johannes Zierleyn KG
 Am Schweinemarkt 3
 48529 Nordhorn
 Telefon: +49 5921 834011
Fax: +49 5921 834044
 E-Mail: nils.holm@zierleyn.de
 Johannes Zierleyn KG wird vertreten durch: Geschäftsführung  Peter Holm     Registergericht: Amtsgericht Osnabrück
 Handelsregister
 Registernummer: HRB 130013     Umsatzsteuer-Identifikationsnummer gemäß § 27a Umsatzsteuergesetz:   DE117046865 

Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.eur...",Business Name:Johannes Zierleyn KG,Johannes Zierleyn KGAm Schweinemarkt 3Nordhorn48529DE,16,18,11,4,40684,13311,Visit the TFA Dostmann Store,https://www.amazon.de/-/en/stores/TFA+Dostmann+GmbH+%26+Co+KG/page/EAF5F066-D2DC-42AB-8D1D-9E5898BCA26D?ref_=ast_bln,1.0,93.0,120.0,Germany,5545.200000000001,nils.holm@zierleyn.de,+49 5921 834011
2020-11-15,Garden,Seller 41,Seller 41-link,Seller 41-storefrontlink,1-16 of 302 results,99% positive in the last 12 months (520 ratings),"Impressum

Gesetzliche Anbieterkennung:

Elektrotechik Falk GbR
vertreten durch die Gesellschafter: Edwin Falk, Eugen Falk
Im Schönblick 16
51597 Morsbach
Deutschland

Telefon: 022939011211
E-Mail: info@kabel-licht.de

USt-IdNr.: DE 275645882

Alternative Streitbeilegung:

Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform)bereit, aufrufbar unter /ec.europa.eu/odr.

Wir sind bereit, an Streitbeilegungsverfahren vor Verbraucherschlichtungsstellen teilzune...",Business Name:Elektrotechnik Falk GbR,Im Schönblick 16MorsbachNRW51597DE,8,0,1,1,370,141,ETF,https://www.amazon.de/-/en/ETF/b/ref=bl_dp_s_web_10136917031?ie=UTF8&node=10136917031&field-lbr_brands_browse-bin=ETF,1.0,99.0,520.0,Germany,225.79999999999998,info@kabel-licht.de,022939011211
2020-11-15,Garden,Seller 52,Seller 52-link,Seller 52-storefrontlink,"1-16 of over 1,000 results",95% positive in the last 12 months (221 ratings),"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Georg Kaiser
 kaiser24.shop 
 Berliner Str. 155a
 42277 Wuppertal
 Deutschland
 Telefon: 020260937540
 Telefax: 020260937541
 E-Mail: info@kaiser24.shop
 USt-IdNr.: DE 241714748
 
 
 
 
 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/odr. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: ...",Business Name:Georg Kaiser,Berliner Str.155aWuppertal42277DE,15,0,0,3,2044,787,Markenlos,https://www.amazon.de/-/en/Markenlos/b/ref=bl_dp_s_web_7079845031?ie=UTF8&node=7079845031&field-lbr_brands_browse-bin=Markenlos,1.0,95.0,221.0,Germany,436.84999999999997,info@kaiser24.shop,020260937540
2020-11-15,Garden,Seller 54,Seller 54-link,Seller 54-storefrontlink,"1-16 of over 8,000 results",95% positive in the last 12 months (4189 ratings),"Impressum der Kaleido.Shop GmbH
Kaleido.Shop GmbH
Neubrückenstr. 7C
33142 Büren
Telefon: 02951/9849790 (Montag bis Freitag 9:00 - 16:00 Uhr.)
Fax: 02951/9849797
E-Mail: info@kaleidoshop.de

Geschäftsführer:
Thomas Pietz
Thomas Schade
Registergericht: Amtsgericht Paderborn
Registernummer: HRB 4350
Umsatzsteuer-Identifikationsnummer gem. Par. 27a Umsatzsteuergesetz: DE231187067 

Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit.

Die E...",Business Name:Kaleido.Shop GmbH,Neubrückenstr.7cBürenNordrhein-Westfalen33142DE,16,6,5,4,40684,10339,Visit the TFA Dostmann Store,https://www.amazon.de/-/en/stores/TFA+Dostmann+GmbH+%26+Co+KG/page/EAF5F066-D2DC-42AB-8D1D-9E5898BCA26D?ref_=ast_bln,1.0,95.0,4189.0,Germany,5454.450000000001,info@kaleidoshop.de,231187067
2020-11-15,Garden,Seller 55,Seller 55-link,Seller 55-storefrontlink,"1-16 of over 5,000 results",98% positive in the last 12 months (286 ratings),"Impressum

 Gesetzliche Anbieterkennung:

 Kalitec Verbindungstechnik GmbH

 diese vertreten durch den Geschäftsführer Kai Lindemann, Kevin Braasch

 Lindgesfeld 8h

 42653 Solingen

 Deutschland

 Telefon: 0212|5990639

 Telefax: 0212/5993427

 E-Mail: 

 info@kalishop.de

 USt-IdNr.: DE 313924120

 eingetragen im Handelsregister des Amtsgerichtes Wuppertal

 Handelsregisternummer HRB 28439

 Alternative Streitbeilegung:

 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform)

 berei...",Business Name:Kalitec Verbindunstechnik GmbH,Lindgesfeld 8hLindgesfeld 8HSolingenNRW42653DE,15,0,2,1,698,268,SW-Stahl,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=automotive&field-keywords=SW-Stahl,1.0,98.0,286.0,Germany,258.1,info@kalishop.de,313924120
2020-11-15,Garden,Seller 56,Seller 56-link,Seller 56-storefrontlink,1-16 of 60 results,87% positive lifetime (15 total ratings),KAMAI is committed to providing each customer with the highest standard of customer service.,Business Name:KAMAI.PL GmbH,KAMAI.PL Sp.z.o.oWola Batorska 461Zabierzow BochenskiPoland32-007PL,1,0,0,0,64,21,Thermoplast,https://www.amazon.de/-/en/Thermoplast/b/ref=bl_dp_s_web_18789757031?ie=UTF8&node=18789757031&field-lbr_brands_browse-bin=Thermoplast,1.0,87.0,,Other,139.2,,
2020-11-15,Garden,Seller 57,Seller 57-link,Seller 57-storefrontlink,"1-16 of over 4,000 results",98% positive in the last 12 months (962 ratings),"Impressum
 Schindler + Hofmann GmbH & Co KG
 Georg-Mehrtens-Str. 5
 01237 Dresden
 
 Sitz der Gesellschaft: Dresden
 Registergericht: Dresden HRA 7888
 
 Persönlich haftende Gesellschafterin:
 Schindler+Hofmann Verwaltungs-GmbH
 Sitz der Gesellschaft: Dresden
 Registergericht: Dresden HRB 29398
 Geschäftsführer: Sven Schindler, Jens Hofmann
 
 Tel: +49-(0)351-259300-11
 Fax: +49-(0)351-259300-33
 Email: info@kamdi24.de
 
 UST-ID: DE274121967
 
 Deutsche Bank Chemnitz
 DE02 8707 0000 0647 9596 00
 
Online-Schlichtungs...",Business Name:Schindler+Hofmann GmbH & Co. KG,Georg-Mehrtens-Str. 5DresdenSachsen01237DE,15,1,3,2,1424,1231,Visit the Petromax Store,https://www.amazon.de/-/en/stores/Petromax/page/596BEC72-CCEB-44EC-9C41-DAD254B2A788?ref_=ast_bln,1.0,98.0,962.0,Germany,460.8,info@kamdi24.de,+49-(0)351-259300-11
2020-11-15,Garden,Seller 58,Seller 58-link,Seller 58-storefrontlink,1-16 of 21 results,100% positive lifetime (1 total ratings),kamindiscount is committed to providing each customer with the highest standard of customer service.,VAT Number:DE332440907,,14,0,0,0,242,101,TermaTech,https://www.amazon.de/-/en/TermaTech/b/ref=bl_dp_s_web_18305738031?ie=UTF8&node=18305738031&field-lbr_brands_browse-bin=TermaTech,1.0,100.0,,Other,184.49999999999997,,
2020-11-15,Garden,Seller 59,Seller 59-link,Seller 59-storefrontlink,1-16 of 510 results,95% positive in the last 12 months (88 ratings),Kaminlicht is committed to providing each customer with the highest standard of customer service.,Business Name:Kaminlicht GmbH,James-Franck-Str.23Berlin12489DE,15,0,0,3,164,106,Kaminlicht,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Kaminlicht,1.0,95.0,88.0,Germany,174.1,,
2020-11-15,Garden,Seller 60,Seller 60-link,Seller 60-storefrontlink,1-16 of 806 results,90% positive in the last 12 months (146 ratings),"Herzlich willkommen bei kaminplus! Wir finden, es ist immer eine heiße Idee, bei uns fündig zu werden! Wir bieten Ihnen alles rund um den Kamin, von wasserführenden Kamineinsätzen, Schornsteinen, Kaminbestecken, Luftgittern bis zum Kaminanzünder. kaminplus: immer eine heiße Idee...  Impressum    Gesetzliche Anbieterkennung:    kaminplus GmbH  diese vertreten durch den Geschäftsführer Robert Stachurski   Lecker Chaussee 20  25917 Leck  Deutschland  Telefon: 046628917345  Telefax: 046628917346  E-...",Business Name:kaminplus GmbH,Lecker Chaussee20Leck25917DE,15,0,3,9,3217,1561,Visit the Petromax Store,https://www.amazon.de/-/en/stores/Petromax/page/596BEC72-CCEB-44EC-9C41-DAD254B2A788?ref_=ast_bln,1.0,90.0,146.0,Germany,620.3000000000001,,20  25917
2020-11-15,Garden,Seller 61,Seller 61-link,Seller 61-storefrontlink,"1-16 of over 2,000 results",96% positive in the last 12 months (163 ratings),"Impressum
 Achim Schmitt
 Menanusstr. 10a
 97440 Werneck
 Deutschland
 Tel: 09363-9977217
 Fax: 09363-9977211
 E-Mail: kundenservice@kamin-store24.de
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE176946526 
 Wir sind seit 16.02.2016 Mitglied der Initiative ""FairCommerce"".
 Nähere Informationen hierzu finden Sie unter www.fair-commerce.de 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter dies...",Business Name:Handelsvertretung Achim Schmitt,Menanusstrasse 10aWerneck97440DE,15,5,2,3,1561,820,Goldmann,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Goldmann,1.0,96.0,163.0,Germany,390.45000000000005,kundenservice@kamin-store24.de,09363-9977217
